CodeHydro,Periode,Automne,Hiver,Printemps,Été
O234401001,1976-2005,1.9478310606290261,3.7197731270078447,3.473644180797101,2.0096428255771346
O262002002,1976-2005,97.27976270708602,198.54114362009713,310.5675537822464,160.6425243580066
O288000101,1976-2005,3.09514225198939,6.32294375793799,5.503653743478261,3.495744475998534
O290002001,1976-2005,101.51840789352028,207.27345338139708,318.18356237862315,166.711035644192
O312102002,1976-2005,13.94334451193634,17.296272543892417,13.547865004710145,4.813431325393917
O314101001,1976-2005,17.29388187949981,23.53514221479268,18.387639562318842,7.0494240476364975
O339403004,1976-2005,9.819970418719212,15.849033161748224,11.164713107608694,4.1383171458409675
O347000101,1976-2005,36.06936478552482,58.421418409413526,44.1661524518116,17.567345146940273
O402101001,1976-2005,51.87770567032967,95.84410577848338,71.91449522173913,29.27625959069256
O422251002,1976-2005,12.769451635089048,30.780381997385135,19.49726597246377,6.4870430655917914
O425251001,1976-2005,13.59357856801819,33.34216247067613,21.461802645289854,7.30027950274826
O439401001,1976-2005,6.986773899583175,16.95402145423982,10.734985267753624,3.7579845558812752
O469251003,1976-2005,24.970222564607806,59.705162507657825,41.312705907608695,15.851616042506413
O475401001,1976-2005,2.628771225464191,7.883867591333582,5.960659275,2.4889983008427996
O477401001,1976-2005,3.521873188707844,9.88393282555099,7.765531006884058,3.447206930743862
O479404001,1976-2005,4.100370936718454,11.012457132611132,8.89945828115942,4.071561285086112
O493101001,1976-2005,84.3349400530504,174.73099138961524,130.64819472826088,53.862892155734706
O509252002,1976-2005,4.281612849185298,11.19066147217034,8.804530439130435,3.6826498900696225
O519251003,1976-2005,7.174766586206896,18.75760823907359,15.138841670289855,6.451908191278856
O529251001,1976-2005,9.685595481242895,24.817872887560704,20.42799394021739,8.97683331366801
O548291001,1976-2005,6.640438113300493,18.05874106723945,13.697235810144928,5.837445357640162
O548293002,1976-2005,6.157465973853732,16.862309204333208,12.664432305072465,5.360773689996336
O555291001,1976-2005,8.651083892383479,23.230946601045947,18.028598980797103,7.776029326126786
O557291001,1976-2005,9.053467735126942,24.18853997422488,18.914220455434783,8.199679509710517
O560251001,1976-2005,18.774506779082987,49.085939057153524,39.416269084782606,17.213134124954195
O566401001,1976-2005,2.5832607108753316,6.605981397459843,5.617921797101449,2.6925968442652986
O576251001,1976-2005,25.586809822281168,65.69695641837879,54.05057602862318,24.415728318798095
O588251001,1976-2005,28.576855368321333,72.15487265072842,60.03590139746377,27.788623414437524
O590101002,1976-2005,115.28153841796134,252.3329749480762,196.35280501268116,84.94948213594724
O600001001,1976-2005,219.61956773361123,466.092608547628,520.5431121942029,255.66177779443018
O609000101,1976-2005,2.4014037536945816,4.857398940605155,4.155972377173913,2.7066668944668377
O614001001,1976-2005,225.30587958772264,478.30398325177435,531.2227757728261,262.3399766830341
O631000101,1976-2005,3.592136089427813,7.969582247291744,7.173441589855073,4.177119076218395
O637000201,1976-2005,5.442083387646836,11.607074903249906,10.223998424637681,6.240498913521436
O662000201,1976-2005,4.174246334975369,9.679817209189391,8.912460808695652,4.850650559179186
O687000201,1976-2005,1.75120374801061,3.8319832670900262,3.2653953072463766,1.9141611949432027
O710151001,1976-2005,11.709744430087154,21.642316599551737,17.119139589855074,7.727691664712349
O718151001,1976-2005,20.709979920424402,44.44781150466941,33.81586617173913,14.490006978746793
O723403101,1976-2005,16.366986668056082,32.93038316548375,25.57798772826087,11.266422624770978
O737000201,1976-2005,5.055847635089049,11.171669578632798,8.567265042028986,4.000055695492854
O760000201,1976-2005,13.480563435392193,29.582989007097495,23.974306322826088,12.002573436790033
O769251001,1976-2005,32.72600832701781,76.79977052782966,58.43905864927537,24.886409547819714
O769251101,1976-2005,21.24521962447897,46.5821146163616,37.756293110507244,17.22980856980579
O787401001,1976-2005,4.378823342553998,12.380951613746731,9.392949728260868,3.866092362403811
O791151001,1976-2005,63.13637237097385,149.9810484990661,112.99930126485508,47.77868999743496
O797151001,1976-2005,64.73433836150056,154.9260782106836,116.87928726630435,49.475057006229385
O811351001,1976-2005,6.42555471845396,19.973965382517743,13.415976555434781,5.240035144008795
O813352001,1976-2005,9.202142220917015,26.834467434815092,19.115249567391306,7.990708444851594
O843000101,1976-2005,79.864769093975,196.57866375345537,149.02004906847827,64.12722915976548
O848153002,1976-2005,86.42319362523683,213.28797772282402,163.65528674565218,72.39177412458776
O900001002,1976-2005,341.7273516813187,759.8523403701905,755.613771123913,373.58100671124953
O913401001,1976-2005,1.9924504615384615,4.622017825177438,3.685873431521739,2.073339263466471
O937251001,1976-2005,5.156667695339143,11.668877483750467,9.033446979710146,5.007192165628435
P018000101,1976-2005,11.22114289541493,27.397160168472173,20.699067473913043,10.005139193477465
P138000000,1976-2005,53.738736385752176,144.1353335024281,104.00520228731884,44.04708432063027
P150000101,1976-2005,7.41852547176961,17.927944004856183,12.790249230072464,5.0672324129717845
P152000101,1976-2005,7.456263927245169,18.020131129622712,12.860817455797102,5.099993412971784
P159251001,1976-2005,10.86126234823797,27.716344388121033,19.277389641666666,7.733739099670209
P163001001,1976-2005,65.43344016028799,174.7088084086664,125.25470973804347,52.62406235690729
P165001001,1976-2005,66.05143859719591,176.7191512506537,126.60273549673913,53.19834937119824
P196291001,1976-2005,15.637846289503601,41.155803910720955,28.60366472391304,10.43601685965555
