Id_station;code_Hydro;nom_station;longitude;latitude;Periode;Automne;Hiver;Printemps;Été
457;E642601001;LA-SELLE-A-PLACHY-BUYON;2.215692;49.816479;2005;0.1045370178097764;0.4339680504295853;0.1016646268115942;0.0577136240381092
598;F232000101;LA-VOULZIE-A-JUTIGNY;3.235083;48.487675;2005;0.5897193766578249;1.6084317366454988;1.2921913648550725;0.4812063594723341
609;F355040000;LA-VANNE-A-PAISY-COSDON;3.707083;48.243214;2005;1.3379458268283442;2.1028057329099736;1.6771483442028987;1.1510805518504947
610;F357000101;LA-VANNE-A-PONT-SUR-VANNE;3.441135;48.184380;2005;3.74240158734369;5.53616228128502;4.580236332608696;3.2916787665811653
631;F410000601;LE-LOING-A-MONTBOUY;2.821666;47.860825;2005;1.3072656422887456;2.6769197997758685;2.309941140942029;1.3137741696592158
629;F415000101;L'OUANNE-A-CHARNY;3.091289;47.885567;2005;2.432930178476696;5.08159565110198;4.006769321014493;2.269327006229388
626;F416000201;L'OUANNE-A-GY-LES-NONAINS;2.846247;47.948399;2005;3.923477209549071;7.160203604407919;6.0238464692029;3.795080827042873
618;F422000201;LE-LOING-A-CHALETTE-SUR-LOING;2.727356;48.035484;2005;10.190468508904887;17.24123196413896;15.1841699307971;9.925493689263469
605;F439000101;LE-LOING-A-EPISY;2.787250;48.336700;2005;18.709582500947327;28.80729936309301;25.885206749275365;18.04370683327226
597;F448060000;L'ECOLE-A-SAINT-SAUVEUR-SUR-ECOLE;2.542267;48.491959;2005;1.1431760041682455;1.578701027642884;1.4686346061594202;1.1055287218761451
599;F453000101;L'ESSONNE-A-GUIGNEVILLE-SUR-ESSONNE-[LA-MOTHE];2.347597;48.464363;2005;2.434110572944297;3.5959722203959656;3.1153943931159422;2.166622631366801
595;F458000100;LA-JUINE-A-BOURAY-SUR-JUINE;2.298793;48.523594;2005;1.813419594922319;2.5111285946955544;2.0894907518115944;1.6141592495419568
592;F459000101;L'ESSONNE-A-BALLANCOURT-SUR-ESSONNE;2.373666;48.537949;2005;6.111778552860932;8.393392338064999;7.371417894927536;5.610072993037743
586;F464000201;L'ORGE-A-EPINAY-SUR-ORGE-[LE-BREUIL];2.318862;48.665813;2005;1.4450504827586208;2.2522277911841617;1.9497522333333333;1.3703637123488457
587;F467000101;L'ORGE-A-MORSANG-SUR-ORGE;2.342410;48.667889;2005;2.086511833649109;3.308007346656705;2.7839429489130434;1.9550442579699523
589;F474000102;L'YERRES-A-COURTOMER-[PARADIS];2.901109;48.648235;2005;0.7423113080712391;1.4921869880463206;1.1762963423913044;0.6149457266397947
588;F482000000;L'YERRES-A-OZOUER-LE-VOULGIS-[LES-ETARDS];2.753169;48.650524;2005;1.6311222004547177;2.9691558666417635;2.5050663760869565;1.4717902209600586
583;F487000400;L'YERRES-[TOTALE]-A-CROSNE;2.450783;48.715912;2005;2.1053201235316408;4.023908375793798;3.4647670757246374;1.947574303774276
577;F490000100;LA-SEINE-A-ALFORTVILLE;2.418286;48.781555;2005;161.43476111102692;324.9814027429959;272.8398283326087;162.49704670721874
570;F608000100;LA-MARNE-A-MATOUGUES;4.242010;48.996468;2005;50.83005727434634;130.20581560104594;89.13775060797101;45.26860254012459
569;F619000101;LE-SURMELIN-A-SAINT-EUGENE;3.531462;49.025074;2005;1.3633232569154985;3.323418491221517;3.358038738405797;1.6856140425064126
575;F624000200;LE-PETIT-MORIN-A-MONTMIRAIL;3.535440;48.862740;2005;1.0125361117847669;3.17458195330594;2.617071667753623;1.0290204213997802
574;F625000101;LE-PETIT-MORIN-A-JOUARRE-[VANRY];3.151509;48.930550;2005;2.039255318302388;5.71189475793799;4.844112374637681;2.0594162334188346
573;F643000101;LA-MARNE-A-MEAUX;2.881160;48.950722;2005;67.59747815119364;161.80786719051176;120.3584348021739;64.16897944631734
412;G017042101;LA-BRESLE-A-LONGROY;1.535966;49.991650;2005;1.6033210306934444;3.1123360138214418;1.5326522014492754;0.7818284096738732
633;H010001001;LA-SEINE-A-NOD-SUR-SEINE;4.570340;47.764481;2005;2.7085408552482;6.905578858797162;5.017624830797102;2.5935135749358738
620;H010002001;LA-SEINE-A-PLAINES-SAINT-LANGE;4.480817;47.995811;2005;5.316630981811292;13.033057515502428;9.85432180326087;5.225221000732869
625;H020302002;LA-LAIGNES-AUX-RICEYS;4.361000;47.961781;2005;3.7844544566123535;8.506487156892042;6.779119988405798;3.754483679369733
616;H021001001;LA-SEINE-A-POLISY;4.381266;48.063770;2005;9.855963674118986;23.23244051064625;18.02070172318841;9.768882116892636
632;H032101001;L'OURCE-A-VOULAINES-LES-TEMPLIERS;4.758212;47.816032;2005;2.4274794520651763;6.211137387373927;4.585108286956522;2.305235979479663
628;H032102001;L'OURCE-A-BRION-SUR-OURCE;4.654202;47.899754;2005;3.0872483031451305;7.748301179305193;5.896966296014493;3.0056228757786734
621;H032103001;L'OURCE-A-AUTRICOURT;4.615057;47.998638;2005;4.079890079196665;9.969091152409414;7.732454648913044;4.012298768779773
615;H032104001;L'OURCE-A-CELLES-SUR-OURCE;4.408602;48.077892;2005;4.989420183023873;12.006330156892044;9.36955342463768;4.93739914840601
613;H040002001;LA-SEINE-A-COURTENOT;4.336363;48.137520;2005;15.942887247442211;37.683005935001866;29.30396822789855;15.80425872224258
606;H080001000;LA-SEINE-[TOTALE]-A-TROYES-[APRES-CREATION-GRAND-LAC];4.069340;48.327477;2005;21.02051606138689;48.874034279790806;38.87132616304348;21.12286838145841
596;H081001002;LA-SEINE-A-MERY-SUR-SEINE-[APRES-CREATION-GRANDS-LACS];3.889608;48.507309;2005;22.845391438044715;51.85418403922301;41.97618333043479;23.22632296482228
612;H105102001;L'AUBE-[PARTIELLE]-A-LONGCHAMP-SUR-AUJON-[OUTRE-AUBE];4.795467;48.145134;2005;4.573043813944675;11.678671225999253;8.69911378152174;4.449158486991572
611;H112201001;L'AUJON-A-RENNEPONT;4.850874;48.145447;2005;3.8458422000757855;10.091195464699291;7.164626235869565;3.627388516306339
608;H120101001;L'AUBE-A-BAR-SUR-AUBE;4.735132;48.219116;2005;10.003710723380069;25.483280765035488;18.672378785869565;9.608993463906192
602;H123101001;L'AUBE-A-BLAINCOURT-SUR-AUBE;4.457205;48.394756;2005;11.380010797650623;28.48805826709002;21.23877210289855;11.083654615976547
594;H130201001;LA-VOIRE-A-DROYES-[GERVILLIERS];4.725222;48.498375;2005;1.936389952254642;4.889509581247665;3.3400378514492752;1.7741688134847928
600;H136201001;LA-VOIRE-A-LASSICOURT;4.491983;48.449032;2005;4.868459689276241;11.463945671647368;8.64006274057971;4.741129981311835
591;H150101001;L'AUBE-A-ARCIS-SUR-AUBE;4.140193;48.537880;2005;20.63434932853353;47.26416938587972;36.77848738586957;20.415811768413334
590;H160301001;LA-SUPERBE-A-SAINT-SATURNIN;3.904854;48.614105;2005;1.089415918529746;2.396415382144191;2.1948784786231883;1.1244692315866618
540;H168000303;L'AISNE-A-TROSLY-BREUIL-[HERANT];2.952079;49.410801;2005;45.73140729859795;99.42625693500187;81.31628407826088;45.8595983876878
646;H205101001;L'YONNE-A-DORNECY;3.559789;47.429325;2005;5.922766316028799;16.991745092267465;11.62743895942029;5.247626638695492
647;H206201001;LE-BEUVRON-A-OUAGNE-[CHAMPMOREAU];3.494025;47.414436;2005;1.5001843452065178;3.728027177063877;3.01988113768116;1.4939176240381091
547;H208000101;L'OISE-A-PONT-SAINTE-MAXENCE-[SARRON];2.626503;49.310413;2005;73.89784944941266;153.3752188035114;130.9088524557971;76.31069845071455
560;H208000104;L'OISE-A-CREIL;2.460508;49.255684;2005;76.997912723759;157.62163039708628;135.2677287655797;79.54039888933674
644;H214203001;LA-CURE-A-PIERRE-PERTHUIS;3.788123;47.430920;2005;5.064284256536567;15.509814408292865;9.208726798913045;3.8553459446683767
643;H214203002;LA-CURE-A-FOISSY-LES-VEZELAY-[SEIGLAND];3.779441;47.444183;2005;5.534475667298219;16.742121479267837;10.171050234782609;4.328605867717112
642;H217232001;LE-COUSIN-A-AVALLON;3.894377;47.482529;2005;2.3641574028040924;6.937176107956668;4.671155133333333;2.180829426896299
639;H218201001;LA-CURE-A-ARCY-SUR-CURE;3.756719;47.602642;2005;9.2914832629784;26.927502435188643;17.894389454347827;8.171265897764748
630;H222101001;L'YONNE-A-GURGY;3.544091;47.879509;2005;24.283871378552483;65.13740465819949;47.669352858333326;23.10142063429828
645;H232201001;LE-SEREIN-A-BIERRE-LES-SEMUR;4.291088;47.417854;2005;1.7028948916256157;4.813814832274935;3.3246795057971013;1.5629289047270063
641;H232202001;LE-SEREIN-A-GUILLON-[COURTEROLLES];4.080030;47.527344;2005;3.249930890867753;8.9363246391483;6.347655593115943;3.085083364235984
637;H233202001;LE-SEREIN-A-DISSANGIS;3.984727;47.605675;2005;4.406728163698371;11.625220415763916;8.571503926086956;4.285718687797728
634;H233203001;LE-SEREIN-A-NOYERS;4.003924;47.692242;2005;4.821721590375142;12.53658923907359;9.35259370652174;4.721346928545255
638;H241201001;L'ARMANCON-A-QUINCY-LE-VICOMTE;4.262583;47.608727;2005;3.2468983478590374;7.926654314904745;5.991826375724638;3.1374243459142543
640;H244233001;LA-BRENNE-[TOTALE]-A-SEIGNY;4.426236;47.570518;2005;4.477890156119742;11.604567679865522;8.29841821521739;4.264419346647124
636;H244234001;LA-BRENNE-A-MONTBARD;4.323844;47.623219;2005;5.254916428192497;13.485246584983187;9.740133335144929;5.032000363869549
635;H245202001;L'ARMANCON-A-AISY-SUR-ARMANCON-[AVAL];4.232507;47.667950;2005;9.007993637741569;22.57161203959656;16.74985486630435;8.721470392817883
627;H246202001;L'ARMANCON-A-TRONCHOY;3.938922;47.913536;2005;12.475726773020083;29.93679169480762;23.26443575797101;12.402258887871016
619;H247301001;L'ARMANCE-A-CHESSY-LES-PRES;3.894883;48.008396;2005;2.3075194892004545;4.916472268210684;4.059898810144928;2.3173425243679
623;H248201001;L'ARMANCON-A-BRIENON-SUR-ARMANCON;3.612878;47.985806;2005;17.35230726752558;39.9370041124393;31.94565754601449;17.3574565921583
624;H248202001;L'ARMANCON-A-JAULGES;3.793574;47.969948;2005;13.201782916256157;31.33957886589466;24.6636092;13.219705986808355
546;H312042010;L'EPTE-A-ERAGNY-SUR-EPTE;1.769131;49.321995;2005;3.1839578325123155;9.41852938961524;5.787353695652174;2.4112251227555883
564;H318041010;L'EPTE-A-FOURGES;1.644820;49.119499;2005;6.571540175824176;17.31253833843855;12.34659535036232;5.598355736167094
549;H322011003;LA-SEINE-A-POSES-[APRES-CREATION-GRANDS-LACS];1.241275;49.308594;2005;351.71342522735887;726.9155972943594;610.6487828695653;357.8264154532796
537;H325041010;L'ANDELLE-A-VASCOEUIL;1.383401;49.444950;2005;3.1680649117089805;5.973290614493837;4.9466229673913045;3.024944759618908
622;H332201001;LA-BEZONDE-A-PANNES;2.675657;48.002884;2005;1.0398765702917772;1.5149358404930893;1.3916609876811594;0.9674847270062296
614;H352201011;LE-FUSAIN-A-COURTEMPIERRE;2.637456;48.110535;2005;2.449977942023493;3.110919320881584;2.978954949275362;2.3709311762550382
607;H402203001;L'ESSONNE-A-BOULANCOURT;2.427537;48.257725;2005;1.2621756070481245;2.1696885020545387;1.7360631942028988;1.0042967405643093
601;H403021010;L'EURE-A-SAINT-LUPERCE;1.291193;48.449158;2005;0.928932514209928;1.766522014568547;1.2958836833333334;0.7431344675705387
603;H403301101;L'EURE-A-VER-LES-CHARTRES-[LOCHE];1.476862;48.386513;2005;2.118854719211823;3.3718474109077325;2.79904981557971;1.9097591923781605
585;H416021010;L'EURE-A-CHARPONT;1.442184;48.700851;2005;5.54444432967033;8.48346547665297;6.9990023141304345;4.9307782381824845
584;H418041010;LA-BLAISE-A-GARNAY;1.344972;48.703709;2005;1.2724393956043956;1.9531756955547253;1.7010001231884058;1.1962546628801758
578;H423041010;L'AVRE-A-ACON;1.104789;48.761913;2005;2.300682645320197;4.868261617482256;3.785996181521739;2.170632348845731
580;H425042010;L'AVRE-A-MUZY;1.328201;48.760593;2005;3.954479412656309;7.8021736103847585;6.246884930434783;3.764956844998168
565;H432021010;L'EURE-A-CAILLY-SUR-EURE;1.208807;49.114384;2005;15.465481976885185;25.152159608517;20.884940567391304;14.316797490289485
567;H437042010;L'ITON-A-NORMANVILLE;1.150897;49.080570;2005;3.448953403183024;7.844688346656706;6.278074221014493;3.246597358006596
558;H438021010;L'EURE-A-LOUVIERS;1.176918;49.224075;2005;20.01799431148162;34.56180837317893;28.484805553985503;18.557937761084645
617;H501102001;LA-MARNE-A-MARNAY-SUR-MARNE;5.248548;48.012035;2005;2.5921819833270177;7.108903101606276;4.806071259782608;2.238860388420667
604;H506201001;LE-ROGNON-A-DOULAINCOURT-SAUCOURT;5.165229;48.343834;2005;5.137365546419098;14.253259862906235;9.066845598550724;4.277535030414072
593;H508305001;LA-BLAISE-A-LOUVEMONT-[PONT-VARIN];4.930449;48.515961;2005;3.5971395009473284;9.68753660029884;6.015301376811594;3.0409830190545986
582;H509101002;LA-MARNE-A-FRIGNICOURT-[APRES-CREATION-GRAND-LAC];4.587460;48.700901;2005;26.280361685486927;70.58561199103474;47.84618976485507;23.413477022718943
576;H510203001;LA-SAULX-A-MOGNEVILLE;4.999612;48.784962;2005;4.720305792345585;13.608993863653344;8.090336305072464;3.800084665445218
581;H512234001;L'ORNAIN-A-TRONVILLE-EN-BARROIS;5.282432;48.721622;2005;6.100355563849943;17.209707053418004;10.224021601086957;4.637044278490289
579;H517201001;LA-SAULX-A-VITRY-EN-PERTHOIS;4.626325;48.746151;2005;18.06834615953012;50.6426625722824;31.786652185507247;14.8324462532063
572;H520101003;LA-MARNE-A-CHALONS-SUR-MARNE-[DEPUIS-02/89];4.353723;48.950951;2005;49.78470195452823;128.7827892248786;87.4975882615942;44.06130810516673
568;H530202001;LE-SURMELIN-A-MEZY-MOULINS;3.516277;49.059982;2005;1.4039556161424782;3.393338549495704;3.420972125;1.7283149098570905
562;H552201001;L'OURCQ-A-CHOUY;3.249307;49.194279;2005;0.8309280140204622;1.4089772973477774;1.1861798797101448;0.832611709417369
571;H610201001;L'AIRE-A-BEAUSITE-[AMBLAINCOURT];5.208425;48.964104;2005;2.7926588143236075;7.941838889054912;4.486411643115942;2.107906701355808
556;H612201001;L'AIRE-A-VARENNES-EN-ARGONNE;5.034016;49.227291;2005;5.461918395983327;15.591063078819577;9.30635748115942;4.350613387321364
543;H616201001;L'AIRE-A-CHEVIERES;4.903247;49.334068;2005;8.050433960212201;23.195134793051924;14.660393284057973;6.781948980578966
545;H620101001;L'AISNE-A-MOURON;4.782842;49.308086;2005;16.105199095869647;43.846212699290255;30.48172991268116;14.402819254672044
535;H622101001;L'AISNE-A-GIVRY;4.538602;49.491463;2005;19.138919256536568;52.8867918121031;37.23554543043478;17.383522378526933
534;H623302001;LA-VAUX-A-ECLY;4.295297;49.538692;2005;2.5880024478969306;6.600343660440792;4.868564329710145;2.542922444118725
538;H630382001;LA-RETOURNE-A-HOUDILCOURT;4.122921;49.423801;2005;0.5620030253884047;1.1790850791931269;0.79826864057971;0.4193157669475998
542;H631302001;LA-SUIPPE-A-ORAINVILLE;4.023254;49.383820;2005;2.844607838575218;6.336750106836011;5.656027261231884;2.970213681934774
548;H631303002;LA-SUIPPE-A-SELLES;4.287822;49.306541;2005;1.453484487684729;3.5963547362719464;3.07814450942029;1.454446971418102
541;H632102001;L'AISNE-A-PONTAVERT;3.820630;49.403873;2005;35.12544277908299;81.57124020657453;63.68439794891304;34.29259202491755
566;H640201001;LA-VESLE-A-BOUY;4.350907;49.089073;2005;0.6152607385373247;2.2534731053418;1.622978461594203;0.4636595265665078
563;H640202001;LA-VESLE-A-SEPT-SAULX;4.245136;49.156281;2005;0.8798324172034863;2.986284483003362;2.2972648949275363;0.7447014111396115
559;H640203001;LA-VESLE-A-PUISIEULX;4.122645;49.206299;2005;1.755207667298219;4.337173727680239;3.693909976086956;1.7213103176987907
561;H640204001;LA-VESLE-A-BEAUMONT-SUR-VESLE;4.187532;49.177902;2005;1.4462721477832512;3.848520991408293;3.129206362318841;1.334368979479663
555;H641201001;LA-VESLE-A-SAINT-BRICE-COURCELLES;3.979758;49.265049;2005;2.513082099658962;5.769359118416138;5.150599536956522;2.644689402345181
554;H641202001;LA-VESLE-A-CHALONS-SUR-VESLE;3.922077;49.278313;2005;2.5426001599090564;5.820288902876355;5.228929225;2.696762930377428
557;H642000000;LA-VESLE-A-REIMS;4.034211;49.241364;2005;1.9599046752557787;4.728320772506537;4.105074666666666;1.9775874576768049
551;H642301001;L'ARDRES-A-FISMES;3.672862;49.306950;2005;0.81824524933687;1.456101855808741;1.2775329644927536;0.8525869538292414
544;H643201001;LA-VESLE-A-BRAINE;3.527082;49.337093;2005;5.058276318681319;9.818929740381025;8.962103980797101;5.337624989373397
526;H702101001;L'OISE-A-HIRSON;4.078208;49.924160;2005;1.9733168207654412;6.389454289876728;4.146675310869565;1.8954351022352511
528;H703301001;LE-THON-A-ORIGNY-EN-THIERACHE;4.014789;49.895809;2005;1.5057741587722622;4.814157761673515;3.19375045942029;1.405136455478197
527;H704101001;L'OISE-A-MONCEAU-SUR-OISE;3.699719;49.898685;2005;5.191376339143615;15.557119543145312;10.924212874275362;5.100754351410773
529;H706101001;L'OISE-A-ORIGNY-SAINTE-BENOITE;3.481800;49.839592;2005;6.32106519287609;18.476049861412022;13.860950231884058;6.457089148772444
531;H714201001;LA-SERRE-A-MORTIERS;3.666936;49.684639;2005;3.3776960098522166;7.445957007097497;5.803993821376811;3.298462653719311
530;H716201001;LA-SERRE-A-PONT-A-BUCY;3.483905;49.692261;2005;8.176143472906404;15.159004406051553;13.218530692391305;8.370634814584097
532;H720101001;L'OISE-A-CONDREN;3.283852;49.627384;2005;17.870385424403185;38.46017321329847;32.40411406413043;18.67528230963723
536;H732201001;L'AILETTE-A-CHAILLEVOIS;3.523964;49.500042;2005;0.7277065585449034;1.421144966006724;1.411814063768116;0.8516123939171859
533;H740101001;L'OISE-A-SEMPIGNY;2.993742;49.560146;2005;22.203998824175823;45.497017450504295;39.82389936195652;23.64687028325394
550;H751301001;L'AUTOMNE-A-SAINTINES;2.774263;49.306824;2005;0.8163237415687761;1.32785534889802;1.2444244884057971;0.8374968167827043
552;H760201001;LA-BRECHE-A-NOGENT-SUR-OISE;2.461385;49.287529;2005;1.1004648995831754;1.7537007396339188;1.451643657246377;0.987313322096006
539;H774201001;LE-THERAIN-A-BEAUVAIS;2.083987;49.426121;2005;4.1138038029556645;10.396536173701906;7.278112698913043;3.6536304668376696
553;H774202001;LE-THERAIN-A-MAYSEL;2.378066;49.262020;2005;6.716417393709738;14.938029330220395;11.125022138405797;6.151921263100037
397;I111101000;LA-TOUQUES-A-LISIEUX;0.221801;49.143040;2005;2.2475297870405457;6.011115964138962;3.586256684782609;1.6047607914987176
388;I205103001;LA-DIVES-A-BIEVILLE-QUETIEVILLE;-0.054543;49.117092;2005;2.7882625941644563;5.830850424729174;4.491001685144927;2.69196424184683
401;I205103002;LA-DIVES-AU-MESNIL-MAUGER;-0.044192;49.069019;2005;2.6804225733232285;5.623690155771386;4.324521185144928;2.587713429827776
220;I221101001;LA-DIVES-A-SAINT-PIERRE-DU-JONQUET-[LE-HAM--HERNETOT];-0.103466;49.167892;2005;6.028145399014778;13.235953426596936;9.982511275;5.829806264199341
206;I221103001;LA-DIVES-A-VARAVILLE;-0.108653;49.254921;2005;6.243940256536567;13.715779104968249;10.361212280434785;6.057699584096739
276;I223000101;L'ORNE-A-RABODANGES;-0.249663;48.765148;2005;5.314363256157636;14.722767411654836;9.884874750724638;4.790781661048003
157;I352102001;L'ORNE-A-THURY-HARCOURT;-0.482778;48.989498;2005;12.630819562334215;36.51361340007471;23.950006347826086;11.38382037669476
317;I522101001;LA-VIRE-A-SAINT-LO-[MOULIN-DES-RONDELLES];-1.091729;49.085274;2005;5.92201697309587;17.420418822936124;10.574264928985508;4.848550222425797
262;I523101001;LA-VIRE-A-MONTMARTIN-EN-GRAIGNES;-1.130631;49.259453;2005;7.319955661614249;21.608676238326485;12.949349764130435;5.962027637596189
349;I922102001;LA-SELUNE-A-SAINT-AUBIN-DE-TERREGATTE-[SIGNY];-1.292804;48.596226;2005;5.530763235695339;17.232517452372058;10.225517414492751;4.420803498717479
368;I923301301;LA-SELUNE-A-DUCEY-[VEZINS];-1.231612;48.589043;2005;5.40180769420235;16.900615087411282;10.020404969565218;4.3149766482227925
472;J012151001;LE-COUESNON-A-ROMAZY;-1.503786;48.365471;2005;2.753511905646078;6.927994904370564;4.827737088768116;2.4118414954195675
456;J373301001;L'HYERES-A-SAINT-HERNIN-[LA-GARE];-3.655187;48.223797;2005;4.824281085259568;18.8889419921554;9.40385213768116;3.272830267497252
231;J381181001;L'AULNE-A-CHATEAUNEUF-DU-FAOU-[PONT-POL];-3.861513;48.165081;2005;12.351569043577111;48.547772911094505;23.13081803478261;7.823194327958959
410;J541211001;LE-BLAVET-A-MUR-DE-BRETAGNE-[GUERLEDAN];-3.017810;48.194832;2005;5.485015026525199;21.40019881658573;10.890329123188405;3.893473417002565
318;J543211001;LE-BLAVET-A-NEULLIAC-[LE-PORZO];-3.004687;48.143276;2005;6.774900475179992;26.35625274822563;13.503530539130436;4.855985449615243
414;J706061001;LA-VILAINE-A-SERVON-SUR-VILAINE;-1.465812;48.116997;2005;3.285300541114058;8.57859250242809;5.836454957608695;2.892623037742763
437;J706062001;LA-VILAINE-A-CHATEAUBOURG;-1.403798;48.108040;2005;3.1905832031072374;8.373467716100112;5.675171899275362;2.807695607914987
322;J709063002;LA-VILAINE-A-CESSON-SEVIGNE-[PONT-BRIANT];-1.563749;48.123707;2005;4.28234650928382;10.92883167799776;7.586750205434782;3.79787348845731
332;J748301001;LA-SEICHE-A-BRUZ-[CARCE];-1.722288;48.019485;2005;3.509778534293293;8.188430624953305;6.028192368840579;3.1608885507511912
116;J750061001;LA-VILAINE-A-GUICHEN-[LE-BOEL];-1.755066;47.992901;2005;14.87310011557408;34.92100879678745;25.68539585217391;13.335858351777206
422;J795301020;LE-DON-A-GUEMENE-PENFAO-[JUZET];-1.789096;47.622978;2005;2.7852218272072755;7.228881217781098;4.713416051449276;2.3576970542323195
